"YPD1"	"YPD2"	"YPD3"	"YPD4"	"YPD5"	"YPD6"	"RAPA1"	"RAPA2"	"RAPA3"	"RAPA4"	"RAPA5"	"RAPA6"
"YBR222C"	16	35	11	25	16	14	66	70	23	60	66	65
"YBR223C"	1	0	0	0	0	1	1	0	0	4	2	1
"YBR223W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YBR224W"	0	0	0	0	0	1	0	0	0	0	0	0
"YBR225W"	0	0	0	0	0	0	0	3	4	5	3	2
"YBR226C"	0	0	0	0	0	0	0	0	0	0	0	0
"YBR227C"	4	9	0	4	4	2	10	8	5	9	4	6
"YBR228W"	7	11	5	3	8	11	19	17	4	14	20	13
"YBR229C"	3	11	1	7	8	3	9	17	14	18	12	6
"YBR230C"	44	54	10	49	48	39	178	202	108	182	222	160
"YBR230W.A"	6	10	4	7	5	1	49	64	22	51	63	36
"LSR1"	3	0	1	3	3	0	1	2	1	2	1	4
"YBR231C"	6	4	4	7	7	4	20	17	8	14	18	17
"YBR232C"	0	0	0	0	0	0	0	0	0	1	1	0
"YBR233W"	3	11	1	4	4	5	12	11	4	7	4	7
"YBR233W.A"	16	20	6	12	15	6	9	15	9	13	13	6
"YBR234C"	61	72	28	65	65	61	126	175	79	107	167	142
"YBR235W"	6	4	1	4	6	1	18	20	12	13	11	8
"YBR236C"	13	25	12	23	15	15	24	35	6	29	34	16
"YBR237W"	5	8	0	5	4	2	13	5	4	10	8	7
"YBR238C"	1	1	0	0	0	0	0	0	0	0	0	0
"YBR239C"	4	3	1	6	9	2	1	5	3	4	6	4
"YBR240C"	1	0	0	0	0	0	0	1	0	1	0	0
"YBR241C"	5	3	2	2	3	3	20	33	7	19	23	19
"YBR242W"	29	44	11	42	37	39	4	14	7	9	8	9
"YBR243C"	14	28	6	22	15	10	32	37	10	28	31	26
"YBR244W"	111	124	62	123	147	98	184	210	104	185	187	151
"YBR245C"	20	13	3	19	18	17	13	19	10	16	22	17
"YBR246W"	25	21	6	17	18	22	20	23	10	10	10	16
"YBR247C"	29	30	11	42	31	20	2	1	2	0	4	1
"YBR248C"	35	30	2	24	24	26	42	46	28	47	57	34
"YBR249C"	162	156	68	175	170	108	65	81	34	59	63	56
"YBR250W"	1	0	0	0	0	0	0	1	1	0	0	2
"YBR251W"	10	14	2	12	20	10	8	15	1	11	8	13
"YBR252W"	98	93	35	101	107	61	40	67	30	49	58	38
"YBR253W"	10	9	1	17	8	8	22	17	11	17	16	18
"YBR254C"	19	18	8	28	16	9	19	23	9	18	17	14
"YBR255W"	4	10	3	6	5	4	12	6	6	4	14	12
"YBR255C.A"	23	31	5	21	21	15	24	21	18	31	32	14
"YBR256C"	51	58	17	52	58	50	162	206	102	175	185	168
"YBR257W"	6	12	8	16	14	8	1	12	4	8	6	7
"YBR258C"	1	0	1	0	2	2	4	3	0	2	1	2
"YBR259W"	2	1	0	2	3	3	6	5	3	6	4	6
"YBR260C"	16	3	4	7	5	6	14	16	4	13	11	7
"YBR261C"	26	29	11	32	37	22	20	42	17	23	22	25
"YBR262C"	22	27	17	32	26	17	36	55	21	38	36	35
"YBR263W"	45	43	16	50	50	23	34	48	23	32	54	34
"YBR264C"	15	13	2	18	18	16	24	24	11	28	26	16
"YBR265W"	43	43	16	37	29	18	25	43	24	22	46	33
"YBR267W"	32	45	13	36	42	25	1	0	0	1	0	1
"YBR266C"	0	0	0	0	0	0	0	0	0	0	0	0
"YBR268W"	44	47	14	45	38	17	66	89	43	56	60	64
"YBR269C"	30	24	7	25	26	21	49	91	28	61	57	58
"YBR270C"	2	2	0	4	1	1	5	7	2	2	6	2
"YBR271W"	19	23	10	18	21	21	5	1	1	1	1	0
"YBR272C"	13	6	2	15	12	5	17	26	12	27	19	8
"YBR273C"	8	6	4	5	4	5	14	12	9	9	11	8
"YBR274W"	5	4	2	10	7	3	11	6	4	10	11	11
"YBR275C"	3	6	1	3	5	3	4	2	3	5	3	5
"YBR276C"	16	11	6	14	8	6	20	27	12	16	20	6
"YBR277C"	0	0	0	0	0	0	0	0	0	0	2	0
"YBR278W"	12	7	5	14	7	8	20	24	10	15	18	16
"YBR279W"	17	13	5	18	19	9	15	16	6	13	12	5
"YBR280C"	2	2	5	7	2	2	26	18	6	16	11	15
"YBR281C"	7	6	3	1	11	6	3	9	6	4	9	7
"YBR282W"	31	34	10	23	28	32	39	55	25	37	47	31
"YBR283C"	142	120	44	139	135	85	112	138	61	100	122	84
"YBR284W"	1	2	0	0	1	0	2	3	2	2	2	0
"YBR285W"	0	0	1	0	0	1	15	25	12	14	17	9
"YBR286W"	95	111	40	95	95	77	168	224	103	160	212	132
"YBR287W"	22	29	12	34	36	28	89	109	61	73	92	70
"YBR288C"	19	14	10	21	21	15	14	16	2	16	13	10
"YBR289W"	2	3	1	3	6	4	10	6	1	3	7	5
"YBR290W"	16	17	4	14	11	8	16	26	14	18	25	20
"YBR291C"	18	9	4	16	14	5	29	38	18	29	27	15
"YBR292C"	0	2	1	1	0	0	1	0	0	0	2	1
"YBR293W"	0	1	0	0	0	0	2	3	2	4	4	4
"YBR294W"	0	0	0	0	0	0	5	6	3	4	3	1
"YBR295W"	3	2	0	2	3	1	10	15	5	10	13	16
"YBR296C"	75	66	21	69	77	44	3	4	0	2	3	2
"YBR296C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YBR297W"	6	3	1	5	4	1	13	6	5	6	5	3
"YBR298C"	5	2	0	5	4	3	16	7	2	3	11	10
"YBR298C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YBR299W"	0	0	0	0	0	0	0	1	0	0	2	0
"YBR300C"	0	0	0	0	0	0	0	0	0	0	0	0
"YBR301W"	0	1	0	0	0	1	1	0	0	0	0	0
"YBR302C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL339C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL339W.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL339W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL338W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL337W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL336W"	6	6	3	5	3	4	16	20	9	10	16	11
"YNL335W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL334C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL333W"	2	0	0	0	0	0	3	1	0	1	3	2
"YNL332W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL331C"	0	0	0	1	1	0	1	2	0	6	5	2
"YNL330C"	22	27	7	27	25	25	32	32	25	32	38	26
"YNL329C"	4	12	0	8	8	2	7	8	7	6	6	5
"YNL328C"	1	0	0	0	1	0	0	4	2	2	1	0
"YNL327W"	62	69	20	68	66	34	122	189	86	126	152	115
"YNL326C"	6	2	2	3	4	1	8	6	1	6	7	4
"YNL325C"	4	4	0	1	6	2	7	8	2	3	7	4
"YNL324W"	0	0	0	0	0	0	0	0	0	1	0	0
"YNL323W"	14	20	8	18	26	10	15	29	6	10	19	20
"YNL322C"	34	48	16	45	50	34	59	82	27	46	46	47
"YNL321W"	5	2	4	6	2	6	20	22	10	27	25	18
"YNL320W"	7	5	4	7	8	10	21	28	12	21	17	14
"YNL319W"	0	0	0	0	1	0	0	0	0	0	0	0
"YNL318C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL317W"	8	12	5	10	6	10	15	19	6	7	14	14
"YNL316C"	6	10	4	6	11	4	8	14	6	8	13	10
"YNL315C"	13	9	1	4	9	9	20	32	13	19	18	28
"YNL314W"	8	4	1	4	5	2	17	18	11	20	16	15
"YNL313C"	23	8	5	25	19	9	4	4	1	2	1	2
"YNL312W"	39	45	18	44	47	36	85	130	44	81	61	83
"YNL311C"	4	6	4	3	8	4	7	13	4	10	9	14
"YNL310C"	26	27	11	26	22	17	45	64	23	34	52	46
"YNL309W"	7	5	3	6	8	8	3	12	6	12	9	7
"YNL308C"	51	47	11	49	46	46	7	9	6	4	5	7
"YNL307C"	62	58	23	50	45	40	55	81	37	55	65	60
"YNL306W"	56	54	20	55	49	46	68	113	49	84	126	81
"YNL305C"	5	8	2	12	13	10	43	73	32	47	47	57
"YNL304W"	3	1	1	4	7	2	4	6	4	6	9	2
"YNL303W"	0	2	3	1	2	0	3	3	5	1	3	0
"YNL302C"	1361	1523	495	1480	1391	993	325	444	184	360	376	305
"YNL301C"	275	306	133	346	308	218	58	81	28	71	75	60
"YNL300W"	89	112	36	128	81	58	203	331	110	170	159	167
"YNL299W"	9	4	2	6	4	5	2	0	0	1	3	0
"YNL298W"	4	3	1	7	8	5	8	11	3	3	5	4
"YNL297C"	4	2	4	6	6	4	12	16	13	18	20	11
"YNL296W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL295W"	3	5	1	8	6	3	5	14	7	10	10	8
"YNL294C"	12	13	0	12	13	6	44	46	18	28	29	45
"YNL293W"	2	7	1	7	4	0	16	30	7	11	21	19
"YNL292W"	39	22	7	33	27	18	6	10	1	2	2	6
"YNL291C"	4	10	4	13	11	6	7	9	4	7	9	8
"YNL290W"	27	22	10	21	28	18	19	36	14	24	27	22
"YNL289W"	10	17	3	17	22	11	14	22	7	20	14	14
"snR40"	0	0	0	1	0	0	0	0	0	0	0	0
"YNL288W"	18	15	9	18	19	18	14	21	10	15	24	16
"YNL287W"	45	41	17	51	31	39	57	70	35	63	54	42
"YNL286W"	7	7	4	7	3	5	5	8	4	5	5	13
"YNL285W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL284C.B"	0	0	0	0	0	0	0	0	4	2	2	1
"YNL284C.A"	0	0	0	0	0	0	0	0	0	0	0	1
"YNL284C"	15	20	6	18	19	12	15	29	16	31	16	16
"YNL283C"	20	21	8	26	24	19	35	28	25	21	33	22
"YNL282W"	5	1	0	1	6	3	0	0	0	0	1	0
"YNL281W"	123	155	60	140	129	78	81	90	55	80	92	90
"YNL280C"	35	39	15	38	43	33	38	49	31	32	41	36
"YNL279W"	0	1	0	0	0	0	0	2	0	0	1	1
"YNL278W"	0	1	0	0	0	0	1	0	1	1	1	2
"YNL277W.A"	0	0	0	0	0	0	0	0	0	0	1	0
"YNL277W"	6	2	1	3	2	3	4	3	2	1	3	3
"YNL276C"	1	0	0	0	0	0	0	0	0	0	0	0
"YNL275W"	5	5	0	3	8	3	7	7	2	5	5	6
"YNL274C"	4	5	0	6	4	3	39	68	24	54	57	48
"YNL273W"	5	8	1	6	3	2	3	14	5	7	10	7
"YNL272C"	11	10	0	4	4	4	7	11	8	8	10	2
"YNL271C"	6	7	3	11	5	3	15	18	9	7	9	9
"YNL270C"	0	1	0	0	0	0	0	0	0	1	1	1
"YNL269W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL268W"	42	44	7	51	40	29	56	52	27	39	44	43
"YNL267W"	3	8	3	6	4	3	12	19	6	11	13	6
"YNL266W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL265C"	11	14	5	14	12	7	39	42	21	30	35	20
"YNL264C"	16	18	5	14	16	12	22	38	12	25	30	21
"YNL263C"	29	37	16	31	37	25	55	55	22	39	49	39
"YNL262W"	5	5	2	7	9	3	10	19	3	13	15	16
"YNL261W"	11	8	1	9	3	6	13	9	1	4	9	7
"YNL260C"	0	1	0	2	0	2	0	4	2	2	0	1
"YNL259C"	12	18	5	10	19	8	23	31	13	21	25	21
"YNL258C"	9	10	4	4	4	15	11	17	9	23	13	13
"YNL257C"	7	7	2	7	7	6	21	17	12	20	19	14
"YNL256W"	8	11	3	9	13	8	3	4	0	4	8	5
"YNL255C"	317	324	126	312	304	237	89	90	42	86	87	74
"YNL254C"	2	0	0	0	2	0	1	2	2	1	1	0
"YNL253W"	6	9	6	5	11	4	9	7	3	14	14	12
"YNL252C"	12	11	7	13	17	16	15	28	6	13	13	13
"YNL251C"	36	24	10	32	24	17	10	13	6	14	7	11
"YNL250W"	4	3	0	2	2	0	3	5	6	5	2	6
"YNL249C"	5	1	2	3	7	2	4	4	1	5	0	1
"YNL248C"	71	75	32	87	89	62	1	2	0	2	1	1
"YNL247W"	21	22	9	41	23	15	6	13	4	7	8	6
"YNL246W"	17	30	5	20	17	19	22	25	10	17	26	25
"YNL245C"	1	5	3	15	3	4	16	11	7	16	15	8
"YNL244C"	471	481	175	521	438	328	180	233	108	193	203	150
"YNL243W"	10	16	6	11	14	5	31	32	14	33	27	32
"YNL242W"	3	1	0	1	1	0	5	13	6	15	8	13
"YNL241C"	52	39	14	48	34	25	159	212	72	127	172	161
"YNL240C"	13	7	3	6	8	4	11	11	3	4	11	11
"YNL239W"	42	47	16	32	38	24	129	208	76	128	139	115
"YNL238W"	5	6	5	5	10	1	9	9	0	7	13	6
"YNL237W"	0	0	0	0	0	0	5	3	1	3	6	2
"YNL236W"	7	10	1	5	4	2	9	15	6	8	11	8
"YNL235C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL234W"	4	4	1	1	6	3	1	1	0	2	0	0
"YNL233W"	3	6	4	6	9	7	6	5	6	9	8	7
"YNL232W"	34	38	12	34	32	29	12	8	8	8	4	9
"YNL231C"	43	44	21	38	36	26	34	50	17	27	40	46
"YNL230C"	0	1	0	1	0	0	0	1	2	1	1	0
"YNL229C"	11	5	3	13	11	8	9	18	9	12	15	8
"YNL228W"	0	0	0	0	0	0	1	2	0	2	1	0
"YNL227C"	13	16	6	9	11	11	4	5	2	1	3	6
"YNL226W"	0	1	0	0	0	0	0	0	0	1	0	0
"YNL225C"	5	4	2	2	10	7	4	6	1	5	4	3
"YNL224C"	7	10	5	7	5	6	5	12	2	4	12	12
"YNL223W"	5	1	1	2	4	5	8	19	10	16	13	12
"YNL222W"	19	20	8	20	21	17	6	8	3	6	16	5
"snR19"	0	0	1	1	1	1	2	0	0	0	1	0
"YNL221C"	17	19	6	15	15	12	8	4	3	17	9	4
"YNL220W"	110	140	48	143	118	86	111	132	55	112	139	93
"YNL219C"	10	13	4	22	14	19	21	28	8	24	33	22
"YNL218W"	2	0	1	1	3	0	2	4	3	0	4	5
"YNL217W"	35	29	10	35	31	34	17	24	6	21	27	20
"YNL216W"	11	9	4	7	10	7	5	5	2	6	10	4
"YNL215W"	16	16	8	9	16	7	14	20	9	17	17	14
"YNL214W"	14	12	2	15	9	10	17	22	14	24	20	17
"YNL213C"	19	17	7	11	12	16	18	23	11	21	21	11
"YNL212W"	14	12	4	20	9	10	24	22	15	22	20	27
"YNL211C"	15	15	7	11	8	11	11	21	11	14	16	19
"YNL210W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL209W"	830	868	308	852	849	591	296	299	170	272	302	262
"YNL208W"	112	117	38	111	137	92	389	555	223	399	435	402
"YNL207W"	27	19	12	29	31	16	3	7	5	6	5	7
"YNL206C"	14	22	1	13	15	10	12	10	6	12	7	13
"YNL205C"	0	0	0	0	0	0	0	0	0	0	0	1
"YNL204C"	0	1	0	1	0	0	1	0	0	1	1	0
"YNL203C"	0	0	0	0	0	0	0	0	0	0	1	0
"YNL202W"	0	0	2	1	1	0	2	5	3	7	4	4
"YNL201C"	0	5	0	2	3	0	2	2	0	2	0	2
"YNL200C"	7	6	0	5	3	5	42	57	29	38	51	29
"YNL199C"	8	5	2	4	7	3	5	12	2	6	9	6
"YNL198C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL197C"	15	19	5	26	14	20	32	19	16	17	27	24
"YNL196C"	0	0	0	0	0	0	0	1	0	1	0	0
"YNL195C"	1	2	2	3	1	2	4	5	2	2	9	3
"YNL194C"	0	0	0	0	0	0	0	0	1	0	4	1
"YNL193W"	8	10	0	6	7	8	7	10	10	8	14	5
"YNL192W"	12	16	3	12	18	10	41	53	21	33	37	30
"YNL191W"	14	18	7	20	20	6	7	7	6	7	6	3
"YNL190W"	290	355	119	325	320	256	271	317	164	306	312	210
"YNL189W"	71	78	23	51	62	44	60	68	30	39	54	52
"YNL188W"	6	19	6	8	11	10	8	6	5	7	3	6
"YNL187W"	0	2	0	0	1	0	0	2	1	4	0	0
"YNL186W"	13	19	5	16	21	19	5	4	2	1	6	2
"YNL185C"	11	14	7	11	19	10	12	22	6	8	13	10
"YNL184C"	0	0	0	0	0	0	0	0	1	0	0	0
"YNL183C"	3	5	2	4	5	2	21	26	14	22	19	19
"YNL182C"	28	27	7	23	34	26	0	1	0	1	1	2
"YNL181W"	13	11	7	8	14	8	9	14	11	17	18	19
"YNL180C"	26	27	7	14	19	23	26	31	11	23	35	17
"YNL179C"	1	0	0	0	0	1	1	1	1	0	1	0
"YNL178W"	2745	2969	1005	2927	2952	2060	611	703	336	569	677	495
"YNL177C"	31	29	13	33	23	13	32	46	12	26	29	33
"YNL176C"	5	14	2	5	9	11	13	10	8	10	19	23
"YNL175C"	46	49	19	35	40	30	1	2	0	1	1	0
"YNL174W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL173C"	6	7	2	6	6	3	29	34	17	28	19	25
"YNL172W"	0	0	1	1	0	0	1	5	1	2	5	3
"YNL171C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL170W"	1	3	0	3	3	1	3	2	0	5	4	2
"YNL169C"	12	25	7	23	21	17	29	43	14	37	23	22
"YNL168C"	34	45	18	42	31	32	128	163	57	97	135	107
"YNL167C"	5	11	5	4	10	3	17	15	12	17	15	15
"YNL166C"	4	12	2	11	6	6	6	9	6	2	8	5
"YNL165W"	8	6	3	11	8	3	15	16	8	14	12	11
"YNL164C"	7	8	3	9	11	6	3	3	0	4	2	0
"YNL163C"	7	12	4	9	8	8	6	1	2	3	5	6
"YNL162W.A"	12	10	7	10	13	12	0	0	0	0	0	0
"YNL162W"	901	1057	353	1018	985	738	210	267	122	212	244	202
"YNL161W"	3	0	2	4	4	2	10	9	8	11	12	9
"YNL160W"	4	14	2	3	3	0	35	50	25	40	40	26
"YNL159C"	12	12	5	14	14	8	49	49	15	35	35	28
"YNL158W"	0	0	0	0	0	0	0	0	0	0	1	0
"YNL157W"	52	44	9	43	50	37	51	64	33	41	48	39
"YNL156C"	31	26	9	28	28	23	75	100	56	83	99	56
"YNL155W"	14	16	5	9	22	13	31	30	9	20	26	20
"YNL154C"	16	17	10	27	21	10	14	18	8	12	17	16
"YNL153C"	93	83	32	109	105	61	47	65	29	41	60	47
"YNL152W"	8	5	4	7	6	6	8	7	3	8	7	7
"YNL151C"	41	39	18	56	41	25	4	5	2	5	3	5
"YNL150W"	0	0	0	2	0	0	0	0	0	0	0	0
"YNL149C"	190	189	65	213	201	160	169	243	93	178	184	145
"YNL148C"	1	3	1	3	3	1	7	9	13	9	18	14
"YNL147W"	12	27	3	13	19	19	13	27	8	16	14	10
"YNL146C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL146W"	9	5	2	5	10	4	5	8	4	6	6	5
"YNL145W"	0	1	0	0	0	0	1	1	0	0	0	2
"YNL144C"	2	1	1	3	2	2	2	1	2	2	1	2
"YNL144W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL143C"	6	8	2	10	4	1	18	21	12	14	20	14
"YNL142W"	2	5	0	4	2	0	657	816	406	629	691	573
"YNL141W"	86	88	25	98	91	60	0	2	1	2	0	2
"YNL140C"	0	0	0	0	0	0	0	0	0	0	1	0
"YNL139C"	0	1	2	1	3	0	2	4	5	0	4	3
"YNL138W.A"	8	12	5	7	18	11	12	16	8	16	20	15
"YNL138W"	55	51	23	54	48	37	115	141	60	105	113	101
"YNL137C"	11	18	9	21	14	12	15	27	11	14	15	16
"YNL136W"	5	6	1	1	5	0	7	6	4	6	9	6
"YNL135C"	642	674	232	727	691	461	979	1243	565	1007	1064	913
"YNL134C"	11	22	4	14	19	6	93	90	40	66	89	76
"YNL133C"	3	1	0	2	3	1	1	3	3	0	5	1
"YNL132W"	16	19	4	17	15	22	0	0	0	1	1	0
"YNL131W"	132	145	63	147	165	91	130	201	81	169	189	125
"YNL130C"	30	34	16	41	32	27	65	104	42	56	80	62
"YNL130C.A"	0	0	0	0	0	0	0	0	1	1	0	1
"YNL129W"	10	11	2	7	12	16	26	27	14	27	25	22
"YNL128W"	3	0	1	0	0	0	0	2	0	2	2	1
"YNL127W"	3	0	1	5	0	1	7	15	2	5	10	3
"YNL126W"	5	8	1	5	3	3	13	13	3	8	7	8
"YNL125C"	3	8	6	4	4	4	46	39	13	31	34	35
"YNL124W"	12	22	3	19	9	11	9	4	4	10	8	5
"YNL123W"	17	19	6	27	22	14	12	12	3	16	13	11
"YNL122C"	11	5	2	11	8	7	11	20	12	12	19	12
"YNL121C"	16	36	9	27	29	12	29	43	14	20	34	28
"YNL120C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL119W"	9	14	6	24	14	18	0	2	0	0	1	5
"YNL118C"	9	19	7	15	13	9	17	25	10	24	22	20
"YNL117W"	0	1	0	0	1	0	22	20	16	15	21	14
"YNL116W"	6	6	4	6	7	1	15	13	10	10	19	15
"YNL115C"	3	6	1	6	3	1	21	37	10	20	18	19
"YNL114C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL113W"	74	76	30	95	81	72	12	13	11	10	17	11
"YNL112W"	114	102	24	101	117	71	4	4	6	3	10	5
"YNL111C"	61	74	24	79	69	55	66	62	28	55	45	51
"YNL110C"	46	44	20	37	38	30	1	1	0	0	1	2
"YNL109W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL108C"	22	24	4	16	19	10	17	29	12	20	21	28
"YNL107W"	11	18	8	21	18	14	12	15	7	5	10	8
"YNL106C"	2	5	0	1	3	0	13	15	5	10	18	13
"YNL105W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL104C"	30	35	11	33	31	26	266	313	145	247	281	183
"YNL103W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL103W"	1	3	1	5	5	2	5	8	2	8	4	4
"YNL102W"	8	5	2	6	5	6	10	8	7	10	5	7
"YNL101W"	10	8	4	6	9	9	53	63	27	50	64	38
"YNL100W"	19	21	8	23	25	13	26	36	15	37	38	26
"YNL099C"	33	32	13	32	31	19	21	26	17	35	30	28
"YNL098C"	42	40	8	54	57	30	81	121	54	75	86	76
"YNL097C.B"	1	0	0	0	0	0	0	0	0	0	0	0
"YNL097C"	12	9	2	7	6	10	10	6	3	2	5	10
"YNL097W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL096C"	1131	1187	380	1122	1038	755	112	164	84	132	169	123
"YNL095C"	5	9	3	2	7	3	2	4	2	4	8	2
"YNL094W"	8	11	2	12	9	5	12	10	3	13	16	8
"YNL093W"	0	0	0	0	0	0	0	0	0	0	1	0
"YNL092W"	2	1	0	0	0	1	8	7	5	7	4	3
"YNL091W"	17	17	11	17	16	10	33	34	16	35	39	28
"YNL090W"	22	30	6	27	19	17	14	17	10	14	19	15
"YNL089C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL088W"	28	27	5	21	11	23	18	23	16	13	21	22
"YNL087W"	17	19	4	20	24	18	9	24	9	19	12	13
"YNL086W"	2	2	2	2	1	5	13	8	4	11	14	10
"YNL085W"	37	36	18	33	33	27	27	41	12	24	30	22
"YNL084C"	57	52	17	51	55	40	48	71	39	58	58	67
"YNL083W"	6	5	5	6	7	6	18	18	6	11	16	13
"YNL082W"	5	4	0	2	10	4	4	5	5	5	6	8
"YNL081C"	54	45	9	45	46	23	49	56	26	48	55	41
"YNL080C"	13	13	6	9	8	8	12	15	8	9	11	11
"YNL079C"	224	240	64	265	250	172	313	372	185	309	368	301
"YNL078W"	17	14	7	12	10	8	31	45	17	28	35	34
"YNL077W"	1	6	1	3	2	6	5	4	2	3	2	4
"YNL076W"	3	7	2	9	7	2	5	12	4	13	13	10
"YNL075W"	53	58	22	45	51	38	2	4	1	1	2	0
"YNL074C"	14	16	6	18	16	9	40	45	17	40	31	41
"YNL073W"	1	10	1	10	9	3	17	19	9	8	20	13
"YNL072W"	5	14	7	12	5	3	5	15	7	8	6	6
"YNL071W"	73	62	17	61	48	39	118	126	56	100	118	90
"YNL070W"	43	74	26	64	83	57	104	158	90	131	119	116
"YNL069C"	2313	2503	872	2548	2554	1816	680	789	388	640	701	576
"YNL068C"	11	8	4	5	10	3	2	7	0	3	6	3
"YNL067W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL067W.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL067W"	254	313	108	282	278	190	93	108	37	58	70	80
"YNL066W"	69	72	34	58	85	70	131	155	93	117	134	112
"YNL065W"	2	3	3	5	1	4	0	0	0	1	0	0
"YNL064C"	281	309	102	280	273	182	44	54	23	40	51	31
"YNL063W"	10	8	2	6	15	9	11	19	8	16	10	10
"YNL062C"	30	21	4	34	32	24	0	3	1	1	0	3
"YNL061W"	6	17	4	7	8	3	0	0	0	1	0	0
"YNL059C"	12	18	6	14	8	8	19	17	11	11	17	15
"YNL058C"	34	52	13	37	37	31	123	154	61	112	137	88
"YNL057W"	0	0	0	0	1	0	2	0	1	0	0	0
"YNL056W"	45	54	24	66	49	43	56	33	25	39	51	38
"YNL055C"	404	421	177	461	465	358	1892	2460	1147	1939	2212	1799
"YNL054W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL054W.B"	0	0	0	1	0	0	5	4	5	7	5	2
"YNL054W"	7	3	1	4	9	1	6	9	5	4	6	5
"YNL053W"	7	6	6	12	10	4	12	17	9	9	18	10
"YNL052W"	79	70	48	93	88	54	96	137	68	106	107	107
"YNL051W"	7	7	3	17	19	10	11	12	7	16	9	12
"YNL050C"	3	8	0	6	8	4	2	2	0	1	3	3
"YNL049C"	9	20	4	10	8	10	13	17	11	16	17	16
"YNL048W"	10	11	3	8	18	7	12	12	3	14	6	11
"YNL047C"	2	3	1	3	7	4	4	12	4	5	7	4
"YNL046W"	12	16	7	7	19	7	27	41	28	36	53	38
"YNL045W"	20	18	8	14	25	14	43	41	22	28	39	27
"YNL044W"	109	114	40	105	80	95	177	209	71	144	177	157
"YNL043C"	0	1	0	0	0	0	1	1	1	0	1	2
"YNL042W.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL042W"	2	1	1	2	3	2	2	6	1	4	3	4
"YNL041C"	9	11	4	16	16	9	21	32	8	20	18	25
"YNL040W"	4	11	3	11	9	4	25	29	11	19	35	14
"YNL039W"	9	5	3	6	8	4	8	6	4	6	8	6
"YNL038W"	19	19	7	19	16	12	12	11	14	13	14	11
"YNL037C"	34	52	25	51	39	26	123	142	56	108	128	99
"YNL036W"	30	34	14	37	17	18	298	338	128	253	326	255
"YNL035C"	0	0	0	2	2	1	0	1	1	0	4	1
"YNL034W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL033W"	0	0	0	0	0	0	0	0	0	0	1	0
"YNL032W"	15	22	3	18	25	13	29	29	9	26	21	14
"YNL031C"	860	899	337	1038	785	547	2162	2836	1200	2213	2479	2107
"YNL030W"	543	603	199	635	528	351	858	1289	494	995	1058	963
"YNL029C"	7	0	2	10	7	7	5	3	3	5	6	8
"YNL028W"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL027W"	5	2	1	6	5	7	8	9	5	8	18	10
"YNL026W"	8	16	4	9	8	10	14	24	11	25	30	14
"YNL025C"	5	5	3	4	6	6	19	20	5	15	19	15
"NME1"	1	0	0	0	0	1	0	0	1	0	0	1
"snR66"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL024C.A"	81	76	22	91	62	57	141	155	77	123	144	129
"YNL024C"	7	5	2	6	5	3	0	0	0	0	2	1
"YNL023C"	4	2	0	7	8	5	2	5	2	4	2	3
"YNL022C"	33	31	9	26	22	13	9	10	5	9	8	5
"YNL021W"	2	3	1	1	1	1	6	9	4	5	5	4
"YNL020C"	1	0	0	2	2	0	6	9	1	3	2	7
"YNL019C"	0	0	0	0	0	0	0	0	0	0	0	0
"YNL018C"	0	0	0	0	0	0	1	0	0	0	0	0
