"YLR044C"	"YHR174W"	"YPR035W"
"10320_YPDRapa"	28	19	12
"10321_YPDRapa"	36	44	9
"10322_YPDRapa"	34	30	5
"10323_YPDRapa"	9	16	3
"10324_YPDRapa"	29	23	3
"10325_YPDRapa"	40	46	8
"10326_YPDRapa"	6	15	6
"10327_YPDRapa"	20	35	6
"10328_YPDRapa"	34	28	1
"10329_YPDRapa"	6	9	3
"10330_YPDRapa"	12	12	1
"10331_YPDRapa"	49	76	7
"10332_YPDRapa"	11	22	8
"10333_YPDRapa"	30	50	11
"10334_YPDRapa"	12	14	3
"10335_YPDRapa"	28	30	5
"10336_YPDRapa"	31	37	10
"10337_YPDRapa"	23	24	7
"10338_YPDRapa"	16	24	5
"10339_YPDRapa"	86	77	16
"10340_YPDRapa"	18	23	5
"10341_YPDRapa"	24	9	6
"10342_YPDRapa"	10	9	2
"10343_YPDRapa"	20	30	3
"10344_YPDRapa"	12	25	5
"10345_YPDRapa"	30	39	13
"10346_YPDRapa"	23	25	1
"10347_YPDRapa"	35	34	3
"10348_YPDRapa"	32	33	2
"10349_YPDRapa"	27	46	1
"10350_YPDRapa"	31	34	5
"10351_YPDRapa"	31	40	6
"10352_YPDRapa"	23	36	5
"10353_YPDRapa"	18	17	5
"10354_YPDRapa"	18	17	6
"10355_YPDRapa"	17	26	2
"10356_YPDRapa"	19	20	1
"10357_YPDRapa"	21	27	1
"10358_YPDRapa"	17	27	5
"10359_YPDRapa"	60	57	10
"10360_YPDRapa"	21	20	5
"10361_YPDRapa"	12	21	4
"10362_YPDRapa"	41	55	9
"10363_YPDRapa"	15	15	4
"10364_YPDRapa"	12	14	4
"10365_YPDRapa"	32	41	8
"10366_YPDRapa"	26	35	7
"10367_YPDRapa"	48	73	14
"10368_YPDRapa"	16	19	3
"10369_YPDRapa"	25	35	3
"10370_YPDRapa"	32	33	2
"10371_YPDRapa"	23	18	3
"10372_YPDRapa"	9	20	6
"10373_YPDRapa"	30	20	2
"10374_YPDRapa"	10	22	3
"10375_YPDRapa"	18	16	6
"10376_YPDRapa"	23	51	10
"10377_YPDRapa"	26	22	8
"10378_YPDRapa"	13	21	5
"10379_YPDRapa"	137	106	44
"10380_YPDRapa"	26	15	0
"10381_YPDRapa"	42	16	3
"10382_YPDRapa"	16	19	3
"10383_YPDRapa"	27	29	4
"10384_YPDRapa"	32	42	7
"10385_YPDRapa"	6	18	4
"10386_YPDRapa"	11	10	4
"10387_YPDRapa"	38	38	5
"10388_YPDRapa"	12	13	7
"10389_YPDRapa"	46	44	6
"10390_YPDRapa"	52	51	6
"10391_YPDRapa"	27	26	5
"10392_YPDRapa"	35	28	1
"10393_YPDRapa"	15	28	6
"10394_YPDRapa"	27	59	8
"10395_YPDRapa"	21	29	4
"10396_YPDRapa"	73	35	11
"10397_YPDRapa"	18	23	3
"10398_YPDRapa"	12	20	5
"10399_YPDRapa"	22	25	5
"10400_YPDRapa"	25	26	4
"10401_YPDRapa"	6	13	0
"10402_YPDRapa"	12	15	4
"10403_YPDRapa"	20	32	6
"10404_YPDRapa"	17	15	8
"10405_YPDRapa"	23	38	4
"10406_YPDRapa"	34	46	11
"10407_YPDRapa"	13	7	1
"10408_YPDRapa"	19	26	7
"10409_YPDRapa"	19	23	2
"10410_YPDRapa"	8	10	3
"10411_YPDRapa"	28	19	0
"10412_YPDRapa"	49	37	7
"10413_YPDRapa"	12	20	4
"10414_YPDRapa"	59	77	8
"10415_YPDRapa"	10	21	1
"10416_YPDRapa"	19	29	3
"10417_YPDRapa"	50	48	5
"10418_YPDRapa"	11	15	4
"10419_YPDRapa"	20	18	2
"10420_YPDRapa"	19	33	6
"10421_YPDRapa"	7	6	4
"10422_YPDRapa"	21	28	2
"10423_YPDRapa"	16	27	1
"10424_YPDRapa"	14	20	2
"10425_YPDRapa"	20	18	3
"10426_YPDRapa"	14	27	4
"10427_YPDRapa"	31	29	0
"10428_YPDRapa"	15	27	6
"10429_YPDRapa"	9	4	3
"10430_YPDRapa"	24	23	2
"10431_YPDRapa"	28	43	8
"10432_YPDRapa"	27	22	0
"10433_YPDRapa"	31	43	8
"10434_YPDRapa"	20	33	6
"10435_YPDRapa"	13	41	5
"10436_YPDRapa"	12	13	3
"10437_YPDRapa"	32	27	4
"10438_YPDRapa"	22	22	0
"10439_YPDRapa"	28	38	7
"10440_YPDRapa"	32	55	17
"10441_YPDRapa"	25	24	8
"10442_YPDRapa"	43	48	6
"10443_YPDRapa"	15	10	3
"10444_YPDRapa"	17	8	2
"10445_YPDRapa"	11	31	0
"10446_YPDRapa"	29	38	10
"10447_YPDRapa"	27	22	2
"10448_YPDRapa"	14	27	1
"10449_YPDRapa"	18	32	10
"10450_YPDRapa"	7	14	0
"10451_YPDRapa"	34	30	9
"10452_YPDRapa"	28	35	6
"10453_YPDRapa"	21	36	5
"10454_YPDRapa"	34	25	9
"10455_YPDRapa"	30	35	7
"10456_YPDRapa"	23	17	5
"10457_YPDRapa"	22	22	7
"10458_YPDRapa"	26	27	11
"10459_YPDRapa"	64	47	10
"10460_YPDRapa"	13	16	1
"10461_YPDRapa"	22	33	4
"10462_YPDRapa"	24	42	9
"10463_YPDRapa"	21	28	7
"10464_YPDRapa"	7	12	2
"10465_YPDRapa"	27	34	5
"10466_YPDRapa"	18	18	2
"10467_YPDRapa"	18	39	4
"10468_YPDRapa"	43	51	6
"10469_YPDRapa"	13	19	3
"10470_YPDRapa"	40	44	6
"10471_YPDRapa"	17	18	5
"10472_YPDRapa"	25	28	5
"10473_YPDRapa"	40	55	0
"10474_YPDRapa"	12	20	5
"10475_YPDRapa"	33	43	9
"10476_YPDRapa"	16	9	1
"10477_YPDRapa"	20	24	2
"10478_YPDRapa"	9	18	1
"10479_YPDRapa"	29	20	5
"10480_YPDRapa"	13	23	3
"10481_YPDRapa"	19	26	2
"10482_YPDRapa"	22	17	3
"10483_YPDRapa"	36	35	6
"10484_YPDRapa"	23	20	2
"10485_YPDRapa"	10	31	4
"10486_YPDRapa"	41	41	9
"10487_YPDRapa"	11	12	1
"10488_YPDRapa"	19	19	2
"10489_YPDRapa"	14	14	2
"10490_YPDRapa"	18	12	3
"10491_YPDRapa"	7	11	5
"10492_YPDRapa"	29	31	5
"10493_YPDRapa"	18	23	5
"10494_YPDRapa"	31	26	7
"10495_YPDRapa"	7	18	1
"10496_YPDRapa"	14	16	8
"10497_YPDRapa"	31	37	8
"10498_YPDRapa"	41	17	6
"10499_YPDRapa"	35	30	0
"10500_YPDRapa"	19	22	6
"10501_YPDRapa"	20	28	6
"10502_YPDRapa"	50	60	5
"10503_YPDRapa"	12	19	3
"10504_YPDRapa"	13	16	6
"10505_YPDRapa"	14	13	6
"10506_YPDRapa"	38	42	4
"10507_YPDRapa"	28	20	9
"10508_YPDRapa"	13	16	3
"10509_YPDRapa"	11	9	1
"10510_YPDRapa"	35	45	7
"10511_YPDRapa"	16	23	6
"10512_YPDRapa"	23	47	11
"10513_YPDRapa"	46	34	13
"10514_YPDRapa"	13	12	2
"10515_YPDRapa"	27	27	7
"10516_YPDRapa"	18	12	3
"10517_YPDRapa"	13	19	2
"10518_YPDRapa"	59	60	9
"10519_YPDRapa"	21	30	4
"10520_YPDRapa"	21	17	4
"10521_YPDRapa"	53	43	11
"10522_YPDRapa"	34	42	4
"10523_YPDRapa"	9	17	5
"10524_YPDRapa"	33	45	5
"10525_YPDRapa"	8	8	1
"10526_YPDRapa"	18	26	4
"10527_YPDRapa"	8	11	3
"10528_YPDRapa"	16	28	2
"10529_YPDRapa"	43	48	13
"10530_YPDRapa"	9	4	1
"10531_YPDRapa"	28	32	13
"10532_YPDRapa"	25	24	7
"10533_YPDRapa"	13	18	2
"10534_YPDRapa"	8	15	0
"10535_YPDRapa"	18	16	8
"10536_YPDRapa"	18	24	10
"10537_YPDRapa"	17	12	6
"10538_YPDRapa"	21	26	4
"10539_YPDRapa"	21	26	1
"10540_YPDRapa"	32	54	14
"10541_YPDRapa"	26	51	8
"10542_YPDRapa"	25	30	6
"10543_YPDRapa"	9	15	2
"10544_YPDRapa"	15	17	5
"10545_YPDRapa"	7	21	3
"10546_YPDRapa"	28	31	4
"10547_YPDRapa"	17	21	1
"10548_YPDRapa"	5	15	6
"10549_YPDRapa"	13	15	5
"10550_YPDRapa"	6	15	2
"10551_YPDRapa"	34	43	5
"10552_YPDRapa"	22	14	2
"10553_YPDRapa"	32	28	5
"10554_YPDRapa"	50	58	11
"10555_YPDRapa"	11	12	6
"10556_YPDRapa"	11	23	11
"10557_YPDRapa"	13	25	2
"10558_YPDRapa"	14	24	4
"10559_YPDRapa"	23	29	3
"10560_YPDRapa"	22	32	5
"10561_YPDRapa"	13	13	8
"10562_YPDRapa"	11	23	4
"10563_YPDRapa"	33	50	4
"10564_YPDRapa"	11	19	6
"10565_YPDRapa"	16	32	7
"10566_YPDRapa"	28	26	6
"10567_YPDRapa"	36	24	2
"10568_YPDRapa"	15	18	4
"10569_YPDRapa"	38	26	1
"10570_YPDRapa"	36	41	2
"10571_YPDRapa"	47	57	10
"10572_YPDRapa"	28	33	2
"10573_YPDRapa"	18	18	0
"10574_YPDRapa"	8	15	6
"10575_YPDRapa"	13	37	5
"10576_YPDRapa"	41	12	0
"10577_YPDRapa"	14	17	5
"10578_YPDRapa"	26	43	4
"10579_YPDRapa"	18	20	5
"10580_YPDRapa"	40	72	8
"10581_YPDRapa"	17	11	1
"10582_YPDRapa"	21	26	3
"10583_YPDRapa"	13	20	6
"10584_YPDRapa"	11	14	2
"10585_YPDRapa"	18	20	8
"10586_YPDRapa"	9	16	1
"10587_YPDRapa"	26	24	2
"10588_YPDRapa"	21	23	1
"10589_YPDRapa"	23	24	4
"10590_YPDRapa"	13	21	5
"10591_YPDRapa"	19	22	3
"10592_YPDRapa"	20	21	4
"10593_YPDRapa"	36	31	10
"10594_YPDRapa"	15	14	0
"10595_YPDRapa"	17	30	1
"10596_YPDRapa"	42	56	5
"10597_YPDRapa"	15	17	3
"10598_YPDRapa"	18	24	5
"10599_YPDRapa"	50	47	10
"10600_YPDRapa"	22	17	7
"10601_YPDRapa"	9	17	2
"10602_YPDRapa"	8	13	8
"10603_YPDRapa"	30	32	2
"10604_YPDRapa"	15	13	4
"10605_YPDRapa"	13	24	4
"10606_YPDRapa"	14	18	6
"10607_YPDRapa"	12	9	2
"10608_YPDRapa"	16	22	3
"10609_YPDRapa"	49	28	0
"10610_YPDRapa"	30	17	5
"10611_YPDRapa"	38	66	12
"10612_YPDRapa"	27	32	7
"10613_YPDRapa"	25	22	4
"10614_YPDRapa"	21	34	3
"10615_YPDRapa"	15	19	1
"10616_YPDRapa"	28	20	4
"10617_YPDRapa"	26	24	9
"10618_YPDRapa"	29	34	6
"10619_YPDRapa"	36	34	3
"10620_YPDRapa"	36	51	6
"10621_YPDRapa"	60	53	6
"10622_YPDRapa"	16	21	9
"10623_YPDRapa"	10	8	1
"10624_YPDRapa"	14	10	3
"10625_YPDRapa"	36	61	6
"10626_YPDRapa"	51	56	4
"10627_YPDRapa"	7	12	4
"10628_YPDRapa"	40	57	15
"10629_YPDRapa"	5	17	2
"10630_YPDRapa"	10	17	10
"10631_YPDRapa"	35	37	3
"10632_YPDRapa"	50	45	7
"10633_YPDRapa"	23	25	3
"10634_YPDRapa"	12	19	1
"10635_YPDRapa"	13	19	2
"10636_YPDRapa"	3	1	6
"10637_YPDRapa"	13	6	1
"10638_YPDRapa"	23	11	1
"10639_YPDRapa"	31	29	10
"10640_YPDRapa"	14	23	3
"10641_YPDRapa"	8	10	4
"10642_YPDRapa"	53	45	7
"10643_YPDRapa"	10	18	2
"10644_YPDRapa"	16	16	3
"10645_YPDRapa"	20	29	4
"10646_YPDRapa"	12	13	2
"10647_YPDRapa"	24	21	5
"10648_YPDRapa"	19	21	4
"10649_YPDRapa"	5	15	4
"10650_YPDRapa"	8	24	3
"10651_YPDRapa"	7	12	4
"10652_YPDRapa"	42	38	10
"10653_YPDRapa"	15	17	1
"10654_YPDRapa"	11	20	3
"10655_YPDRapa"	27	36	7
"10656_YPDRapa"	24	24	2
"10657_YPDRapa"	17	21	3
"10658_YPDRapa"	15	23	4
"10659_YPDRapa"	12	14	2
"10660_YPDRapa"	16	10	5
"10661_YPDRapa"	31	22	4
"10662_YPDRapa"	15	19	1
"10663_YPDRapa"	28	28	8
"10664_YPDRapa"	20	26	2
"10665_YPDRapa"	8	20	3
"10666_YPDRapa"	26	32	3
"10667_YPDRapa"	16	25	5
"10668_YPDRapa"	20	28	3
"10669_YPDRapa"	18	11	1
"10670_YPDRapa"	19	30	4
"10671_YPDRapa"	14	27	5
"10672_YPDRapa"	27	27	5
"10673_YPDRapa"	12	17	5
"10674_YPDRapa"	33	46	7
"10675_YPDRapa"	23	17	6
"10676_YPDRapa"	25	17	4
"10677_YPDRapa"	21	23	4
"10678_YPDRapa"	19	22	0
"10679_YPDRapa"	13	22	4
"10680_YPDRapa"	33	15	0
"10681_YPDRapa"	58	65	16
"10682_YPDRapa"	27	18	5
"10683_YPDRapa"	12	11	3
"10684_YPDRapa"	12	18	1
"10685_YPDRapa"	69	58	19
"10686_YPDRapa"	29	25	6
"10687_YPDRapa"	19	13	4
"10688_YPDRapa"	9	15	4
"10689_YPDRapa"	17	21	3
"10690_YPDRapa"	16	32	7
"10691_YPDRapa"	27	43	6
"10692_YPDRapa"	25	15	2
"10693_YPDRapa"	27	40	4
"10694_YPDRapa"	9	18	12
"10695_YPDRapa"	64	103	15
"10696_YPDRapa"	23	17	1
"10697_YPDRapa"	10	16	0
"10698_YPDRapa"	34	42	12
"10699_YPDRapa"	14	25	4
"10700_YPDRapa"	35	48	6
"10701_YPDRapa"	23	29	6
"10702_YPDRapa"	13	14	3
"10703_YPDRapa"	30	39	7
"10704_YPDRapa"	10	18	2
"10705_YPDRapa"	90	79	12
"10706_YPDRapa"	17	27	3
"10707_YPDRapa"	15	22	4
"10708_YPDRapa"	10	15	1
"10709_YPDRapa"	15	24	2
"10710_YPDRapa"	14	23	7
"10711_YPDRapa"	31	20	2
"10712_YPDRapa"	24	15	5
"10713_YPDRapa"	12	10	4
"10714_YPDRapa"	17	24	6
"10715_YPDRapa"	45	22	5
"10716_YPDRapa"	21	15	2
"10717_YPDRapa"	30	21	3
"10718_YPDRapa"	13	23	4
"10719_YPDRapa"	40	15	0
"10720_YPDRapa"	9	19	3
"10721_YPDRapa"	21	16	2
"10722_YPDRapa"	16	39	3
"10723_YPDRapa"	37	36	4
"10724_YPDRapa"	17	18	7
"10725_YPDRapa"	29	39	3
"10726_YPDRapa"	16	12	4
"10727_YPDRapa"	35	44	8
"10728_YPDRapa"	11	19	0
"10729_YPDRapa"	16	18	8
"10730_YPDRapa"	27	17	7
"10731_YPDRapa"	6	15	7
"10732_YPDRapa"	13	18	2
"10733_YPDRapa"	18	31	8
"10734_YPDRapa"	22	29	8
"10735_YPDRapa"	12	24	3
"10736_YPDRapa"	39	48	6
"10737_YPDRapa"	21	18	1
"10738_YPDRapa"	35	43	3
"10739_YPDRapa"	14	25	3
"10740_YPDRapa"	13	17	2
"10741_YPDRapa"	23	15	4
"10742_YPDRapa"	11	6	3
"10743_YPDRapa"	18	17	6
"10744_YPDRapa"	15	15	6
"10745_YPDRapa"	27	18	11
"10746_YPDRapa"	22	27	2
"10747_YPDRapa"	11	28	3
"10748_YPDRapa"	10	13	1
"10749_YPDRapa"	9	14	5
"10750_YPDRapa"	28	33	5
"10751_YPDRapa"	12	18	2
"10752_YPDRapa"	26	21	1
"10753_YPDRapa"	17	20	2
"10754_YPDRapa"	17	14	4
"10755_YPDRapa"	37	27	4
"10756_YPDRapa"	47	57	2
"10757_YPDRapa"	24	19	2
"10758_YPDRapa"	27	22	7
"10759_YPDRapa"	13	13	3
"10760_YPDRapa"	20	25	7
"10761_YPDRapa"	29	19	9
"10762_YPDRapa"	16	19	1
"10763_YPDRapa"	16	30	5
"10764_YPDRapa"	30	20	5
"10765_YPDRapa"	32	53	14
"10766_YPDRapa"	7	12	2
"10767_YPDRapa"	16	23	1
"10768_YPDRapa"	16	13	4
"10769_YPDRapa"	32	35	4
"10770_YPDRapa"	30	42	7
"10771_YPDRapa"	45	28	7
"10772_YPDRapa"	10	17	5
"10773_YPDRapa"	11	6	6
"10774_YPDRapa"	48	31	8
"10775_YPDRapa"	25	45	5
"10776_YPDRapa"	24	23	3
"10777_YPDRapa"	36	27	8
"10778_YPDRapa"	31	26	6
"10779_YPDRapa"	23	21	2
"10780_YPDRapa"	11	21	3
"10781_YPDRapa"	46	27	5
"10782_YPDRapa"	25	49	4
"10783_YPDRapa"	10	17	8
"10784_YPDRapa"	8	19	2
"10785_YPDRapa"	10	17	3
"10786_YPDRapa"	27	44	7
"10787_YPDRapa"	29	42	9
"10788_YPDRapa"	10	9	3
"10789_YPDRapa"	18	37	7
"10790_YPDRapa"	59	40	6
"10791_YPDRapa"	23	19	1
"10792_YPDRapa"	31	40	8
"10793_YPDRapa"	20	24	3
"10794_YPDRapa"	57	54	7
"10795_YPDRapa"	25	23	4
"10796_YPDRapa"	26	33	10
"10797_YPDRapa"	25	48	7
"10798_YPDRapa"	23	26	4
"10799_YPDRapa"	19	24	8
"10800_YPDRapa"	9	17	4
"10801_YPDRapa"	15	18	3
"10802_YPDRapa"	12	19	11
"10803_YPDRapa"	17	18	3
"10804_YPDRapa"	7	17	5
"10805_YPDRapa"	40	61	13
"10806_YPDRapa"	34	37	6
"10807_YPDRapa"	23	34	6
"10808_YPDRapa"	54	63	7
"10809_YPDRapa"	42	40	10
"10810_YPDRapa"	13	15	3
"10811_YPDRapa"	13	9	3
"10812_YPDRapa"	26	13	0
"10813_YPDRapa"	17	18	6
"10814_YPDRapa"	13	24	9
"10815_YPDRapa"	24	43	11
"10816_YPDRapa"	7	14	2
"10817_YPDRapa"	38	62	9
"10818_YPDRapa"	11	8	1
"10819_YPDRapa"	8	16	3
"10820_YPDRapa"	9	17	1
"10821_YPDRapa"	25	39	6
"10822_YPDRapa"	109	101	18
"10823_YPDRapa"	23	40	3
"10824_YPDRapa"	28	59	6
"10825_YPDRapa"	30	25	5
"10826_YPDRapa"	18	19	4
"10827_YPDRapa"	33	42	2
"10828_YPDRapa"	22	17	7
"10829_YPDRapa"	24	35	1
"10830_YPDRapa"	6	25	2
"10831_YPDRapa"	27	26	6
"10832_YPDRapa"	29	24	8
"10833_YPDRapa"	17	30	4
"10834_YPDRapa"	15	22	1
"10835_YPDRapa"	13	23	4
"10836_YPDRapa"	41	34	7
"10837_YPDRapa"	16	25	3
"10838_YPDRapa"	22	36	10
"10839_YPDRapa"	17	25	3
"10840_YPDRapa"	38	60	8
"10841_YPDRapa"	12	22	2
"10842_YPDRapa"	20	24	2
"10843_YPDRapa"	15	21	4
"10844_YPDRapa"	27	51	8
"10845_YPDRapa"	13	20	4
"10846_YPDRapa"	25	20	4
"10847_YPDRapa"	27	17	0
"10848_YPDRapa"	33	45	10
"10849_YPDRapa"	26	24	4
"10850_YPDRapa"	19	20	6
"10851_YPDRapa"	7	14	1
"10852_YPDRapa"	32	35	4
"10853_YPDRapa"	24	23	0
"10854_YPDRapa"	24	40	3
"10855_YPDRapa"	33	58	5
"10856_YPDRapa"	30	29	5
"10857_YPDRapa"	23	32	3
"10858_YPDRapa"	24	22	8
"10859_YPDRapa"	6	9	2
"10860_YPDRapa"	12	27	0
"10861_YPDRapa"	15	12	1
"10862_YPDRapa"	28	23	7
"10863_YPDRapa"	61	67	15
"10864_YPDRapa"	19	14	7
"10865_YPDRapa"	32	26	7
"10866_YPDRapa"	16	26	1
"10867_YPDRapa"	19	28	6
"10868_YPDRapa"	25	20	6
"10869_YPDRapa"	9	12	7
"10870_YPDRapa"	27	30	10
"10871_YPDRapa"	15	25	5
"10872_YPDRapa"	23	18	3
"10873_YPDRapa"	13	15	4
"10874_YPDRapa"	31	30	3
"10875_YPDRapa"	41	48	12
"10876_YPDRapa"	16	35	7
"10877_YPDRapa"	14	19	1
"10878_YPDRapa"	22	26	4
"10879_YPDRapa"	24	22	6
"10880_YPDRapa"	12	10	0
"10881_YPDRapa"	13	22	4
"10882_YPDRapa"	21	20	4
"10883_YPDRapa"	29	50	9
"10884_YPDRapa"	22	25	7
"10885_YPDRapa"	7	18	2
"10886_YPDRapa"	21	20	5
"10887_YPDRapa"	25	33	4
"10888_YPDRapa"	14	23	1
"10889_YPDRapa"	41	31	8
"10890_YPDRapa"	61	73	12
"10891_YPDRapa"	20	19	5
"10892_YPDRapa"	17	24	1
"10893_YPDRapa"	24	24	4
"10894_YPDRapa"	41	35	2
"10895_YPDRapa"	21	17	5
"10896_YPDRapa"	13	11	1
"10897_YPDRapa"	20	22	6
"10898_YPDRapa"	18	19	0
"10899_YPDRapa"	45	26	9
"10900_YPDRapa"	16	24	3
"10901_YPDRapa"	23	39	4
"10902_YPDRapa"	24	18	6
"10903_YPDRapa"	10	21	3
"10904_YPDRapa"	36	45	5
"10905_YPDRapa"	43	50	4
"10906_YPDRapa"	25	24	4
"10907_YPDRapa"	9	23	0
"10908_YPDRapa"	15	27	4
"10909_YPDRapa"	46	44	9
"10910_YPDRapa"	12	10	6
"10911_YPDRapa"	13	4	2
"10912_YPDRapa"	14	25	2
"10913_YPDRapa"	12	9	4
"10914_YPDRapa"	38	20	0
"10915_YPDRapa"	38	32	13
"10916_YPDRapa"	12	14	9
"10917_YPDRapa"	12	22	3
"10918_YPDRapa"	20	28	4
"10919_YPDRapa"	15	23	2
"10920_YPDRapa"	27	26	10
"10921_YPDRapa"	17	17	1
"10922_YPDRapa"	20	9	0
"10923_YPDRapa"	28	23	8
"10924_YPDRapa"	11	31	5
"10925_YPDRapa"	39	64	10
"10926_YPDRapa"	31	32	7
"10927_YPDRapa"	11	24	5
"10928_YPDRapa"	42	43	4
"10929_YPDRapa"	13	18	3
"10930_YPDRapa"	73	81	14
"10931_YPDRapa"	24	29	0
"10932_YPDRapa"	17	13	5
"10933_YPDRapa"	36	45	6
"10934_YPDRapa"	17	9	0
"10935_YPDRapa"	27	33	0
"10936_YPDRapa"	14	23	3
"10937_YPDRapa"	40	48	16
"10938_YPDRapa"	21	28	7
"10939_YPDRapa"	31	35	9
"10940_YPDRapa"	29	36	1
"10941_YPDRapa"	12	21	3
"10942_YPDRapa"	51	68	2
"10943_YPDRapa"	21	19	2
"10944_YPDRapa"	27	26	6
"10945_YPDRapa"	22	42	6
"10946_YPDRapa"	33	12	2
"10947_YPDRapa"	16	16	2
"10948_YPDRapa"	22	10	5
"10949_YPDRapa"	38	40	9
"10950_YPDRapa"	10	16	2
"10951_YPDRapa"	11	4	1
"10952_YPDRapa"	24	29	13
"10953_YPDRapa"	24	19	3
"10954_YPDRapa"	48	22	0
"10955_YPDRapa"	21	12	3
"10956_YPDRapa"	66	77	15
"10957_YPDRapa"	20	22	2
"10958_YPDRapa"	7	18	3
"10959_YPDRapa"	25	23	0
"10960_YPDRapa"	22	33	3
"10961_YPDRapa"	15	24	2
"10962_YPDRapa"	32	57	5
"10963_YPDRapa"	32	44	9
"10964_YPDRapa"	19	15	5
"10965_YPDRapa"	33	40	10
"10966_YPDRapa"	14	4	1
"10967_YPDRapa"	31	37	5
"10968_YPDRapa"	17	30	5
"10969_YPDRapa"	15	24	3
"10970_YPDRapa"	28	41	7
"10971_YPDRapa"	34	35	10
"10972_YPDRapa"	20	24	1
"10973_YPDRapa"	14	14	3
"10974_YPDRapa"	31	26	5
"10975_YPDRapa"	31	44	1
"10976_YPDRapa"	13	16	5
"10977_YPDRapa"	29	16	2
"10978_YPDRapa"	28	20	0
"10979_YPDRapa"	19	19	5
"10980_YPDRapa"	29	61	11
"10981_YPDRapa"	14	31	3
"10982_YPDRapa"	15	20	0
"10983_YPDRapa"	14	20	2
"10984_YPDRapa"	35	45	2
"10985_YPDRapa"	20	29	2
"10986_YPDRapa"	43	91	12
"10987_YPDRapa"	38	21	2
"10988_YPDRapa"	26	33	10
"10989_YPDRapa"	18	18	3
"10990_YPDRapa"	5	14	6
"10991_YPDRapa"	16	13	1
"10992_YPDRapa"	28	39	3
"10993_YPDRapa"	18	27	4
"10994_YPDRapa"	36	18	3
"10995_YPDRapa"	10	9	0
"10996_YPDRapa"	14	10	2
"10997_YPDRapa"	9	19	3
"10998_YPDRapa"	33	56	10
"10999_YPDRapa"	24	19	3
"11000_YPDRapa"	28	20	3
"11001_YPDRapa"	100	93	5
"11002_YPDRapa"	22	18	2
"11003_YPDRapa"	33	27	9
"11004_YPDRapa"	7	17	2
"11005_YPDRapa"	16	14	2
"11006_YPDRapa"	10	7	2
"11007_YPDRapa"	20	15	3
"11008_YPDRapa"	21	32	8
"11009_YPDRapa"	29	20	1
"11010_YPDRapa"	23	30	6
"11011_YPDRapa"	28	45	6
"11012_YPDRapa"	14	21	3
"11013_YPDRapa"	8	8	4
"11014_YPDRapa"	54	50	14
"11015_YPDRapa"	36	32	8
"11016_YPDRapa"	27	25	7
"11017_YPDRapa"	6	11	1
"11018_YPDRapa"	11	10	2
"11019_YPDRapa"	5	18	2
"11020_YPDRapa"	30	35	10
"11021_YPDRapa"	20	22	3
"11022_YPDRapa"	23	28	2
"11023_YPDRapa"	13	23	4
"11024_YPDRapa"	38	20	5
"11025_YPDRapa"	31	22	3
"11026_YPDRapa"	17	17	5
"11027_YPDRapa"	54	41	8
"11028_YPDRapa"	22	33	6
"11029_YPDRapa"	21	28	4
"11030_YPDRapa"	23	30	7
"11031_YPDRapa"	19	14	3
"11032_YPDRapa"	15	12	3
"11033_YPDRapa"	23	25	6
"11034_YPDRapa"	10	22	4
"11035_YPDRapa"	5	16	6
"11036_YPDRapa"	20	19	7
"11037_YPDRapa"	12	25	2
"11038_YPDRapa"	28	29	14
"11039_YPDRapa"	15	28	6
"11040_YPDRapa"	36	43	5
"11041_YPDRapa"	11	14	6
"11042_YPDRapa"	9	18	1
"11043_YPDRapa"	25	29	2
"11044_YPDRapa"	31	33	2
"11045_YPDRapa"	16	21	2
"11046_YPDRapa"	19	20	6
"11047_YPDRapa"	30	41	5
"11048_YPDRapa"	17	19	2
"11049_YPDRapa"	16	18	0
"11050_YPDRapa"	30	24	0
"11051_YPDRapa"	13	8	0
"11052_YPDRapa"	24	36	3
"11053_YPDRapa"	41	36	6
"11054_YPDRapa"	19	17	4
"11055_YPDRapa"	25	41	8
"11056_YPDRapa"	14	25	2
"11057_YPDRapa"	9	11	2
"11058_YPDRapa"	6	13	5
"11059_YPDRapa"	47	27	3
"11060_YPDRapa"	15	24	3
"11061_YPDRapa"	16	14	4
"11062_YPDRapa"	20	17	3
"11063_YPDRapa"	18	24	4
"11064_YPDRapa"	24	51	6
"11065_YPDRapa"	10	12	6
"11066_YPDRapa"	9	10	1
"11067_YPDRapa"	25	48	13
"11068_YPDRapa"	11	18	3
"11069_YPDRapa"	11	13	3
"11070_YPDRapa"	24	20	5
"11071_YPDRapa"	32	26	5
"11072_YPDRapa"	11	27	5
"11073_YPDRapa"	11	17	4
"11074_YPDRapa"	9	20	2
"11075_YPDRapa"	28	29	11
"11076_YPDRapa"	24	31	6
"11077_YPDRapa"	17	31	5
"11078_YPDRapa"	9	17	1
"11079_YPDRapa"	24	36	8
"11080_YPDRapa"	23	37	5
"11081_YPDRapa"	7	19	2
"11082_YPDRapa"	26	41	2
"11083_YPDRapa"	18	24	3
"11084_YPDRapa"	36	37	9
"11085_YPDRapa"	11	15	3
"11086_YPDRapa"	25	24	0
"11087_YPDRapa"	19	32	4
"11088_YPDRapa"	15	16	4
"11089_YPDRapa"	23	37	11
"11090_YPDRapa"	38	21	3
"11091_YPDRapa"	30	24	3
"11092_YPDRapa"	23	29	5
"11093_YPDRapa"	29	32	8
"11094_YPDRapa"	20	23	5
"11095_YPDRapa"	26	21	0
